record_id,title,process_category,record_type,date,owner,experiment_notes,failure_mode,parameters,validation_outcome,severity,tags,source_file
PKAI-0257,Failure Analysis validation summary 257,Failure Analysis,validation_summary,2024-09-20,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-005 and material batch MB-2024-1031 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,low,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0257.md
PKAI-0258,Validation Testing parameter change 258,Validation Testing,parameter_change,2024-09-21,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1032.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0258.md
PKAI-0259,Battery Process Optimization experiment note 259,Battery Process Optimization,experiment_note,2024-09-22,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-007.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,medium,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0259.md
PKAI-0260,Materials Characterization qa record 260,Materials Characterization,qa_record,2024-09-23,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,medium,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0260.md
PKAI-0261,Manufacturing QA maintenance log 261,Manufacturing QA,maintenance_log,2024-09-24,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-009 and material batch MB-2024-1035 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,low,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0261.md
PKAI-0262,Equipment Maintenance failure report 262,Equipment Maintenance,failure_report,2024-09-25,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1036.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0262.md
PKAI-0263,Failure Analysis validation summary 263,Failure Analysis,validation_summary,2024-09-26,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-011.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0263.md
PKAI-0264,Validation Testing parameter change 264,Validation Testing,parameter_change,2024-09-27,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",failed,medium,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0264.md
PKAI-0265,Battery Process Optimization experiment note 265,Battery Process Optimization,experiment_note,2024-09-28,M. Chen,Observed coating uniformity drift during run review. Equipment EQ-013 and material batch MB-2024-1039 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,low,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0265.md
PKAI-0266,Materials Characterization qa record 266,Materials Characterization,qa_record,2024-09-29,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1040.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,high,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0266.md
PKAI-0267,Manufacturing QA maintenance log 267,Manufacturing QA,maintenance_log,2024-09-30,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-015.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",warning,medium,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0267.md
PKAI-0268,Equipment Maintenance failure report 268,Equipment Maintenance,failure_report,2024-10-01,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,low,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0268.md
PKAI-0269,Failure Analysis validation summary 269,Failure Analysis,validation_summary,2024-10-02,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-017 and material batch MB-2024-1043 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,low,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0269.md
PKAI-0270,Validation Testing parameter change 270,Validation Testing,parameter_change,2024-10-03,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1044.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",failed,low,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0270.md
PKAI-0271,Battery Process Optimization experiment note 271,Battery Process Optimization,experiment_note,2024-10-04,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-001.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0271.md
PKAI-0272,Materials Characterization qa record 272,Materials Characterization,qa_record,2024-10-05,R. Singh,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,low,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0272.md
PKAI-0273,Manufacturing QA maintenance log 273,Manufacturing QA,maintenance_log,2024-10-06,M. Chen,Observed coating uniformity drift during run review. Equipment EQ-003 and material batch MB-2024-1047 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0273.md
PKAI-0274,Equipment Maintenance failure report 274,Equipment Maintenance,failure_report,2024-10-07,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1048.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,medium,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0274.md
PKAI-0275,Failure Analysis validation summary 275,Failure Analysis,validation_summary,2024-10-08,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-005.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,low,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0275.md
PKAI-0276,Validation Testing parameter change 276,Validation Testing,parameter_change,2024-10-09,R. Singh,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,high,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0276.md
PKAI-0277,Battery Process Optimization experiment note 277,Battery Process Optimization,experiment_note,2024-10-10,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-007 and material batch MB-2024-1051 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0277.md
PKAI-0278,Materials Characterization qa record 278,Materials Characterization,qa_record,2024-10-11,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1052.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,medium,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0278.md
PKAI-0279,Manufacturing QA maintenance log 279,Manufacturing QA,maintenance_log,2024-10-12,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-009.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,medium,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0279.md
PKAI-0280,Equipment Maintenance failure report 280,Equipment Maintenance,failure_report,2024-10-13,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,medium,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0280.md
PKAI-0281,Failure Analysis validation summary 281,Failure Analysis,validation_summary,2024-10-14,R. Singh,Observed coating uniformity drift during run review. Equipment EQ-011 and material batch MB-2024-1055 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",failed,low,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0281.md
PKAI-0282,Validation Testing parameter change 282,Validation Testing,parameter_change,2024-10-15,M. Chen,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1056.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0282.md
PKAI-0283,Battery Process Optimization experiment note 283,Battery Process Optimization,experiment_note,2024-10-16,J. Rivera,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-013.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",warning,medium,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0283.md
PKAI-0284,Materials Characterization qa record 284,Materials Characterization,qa_record,2024-10-17,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,medium,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0284.md
PKAI-0285,Manufacturing QA maintenance log 285,Manufacturing QA,maintenance_log,2024-10-18,A. Patel,Observed material batch inconsistency during run review. Equipment EQ-015 and material batch MB-2024-1059 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,low,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0285.md
PKAI-0286,Equipment Maintenance failure report 286,Equipment Maintenance,failure_report,2024-10-19,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1060.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,medium,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0286.md
PKAI-0287,Failure Analysis validation summary 287,Failure Analysis,validation_summary,2024-10-20,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-017.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,low,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0287.md
PKAI-0288,Validation Testing parameter change 288,Validation Testing,parameter_change,2024-10-21,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0288.md
PKAI-0289,Battery Process Optimization experiment note 289,Battery Process Optimization,experiment_note,2024-10-22,N. Brooks,Observed coating uniformity drift during run review. Equipment EQ-001 and material batch MB-2024-1063 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0289.md
PKAI-0290,Materials Characterization qa record 290,Materials Characterization,qa_record,2024-10-23,M. Chen,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1064.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,high,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0290.md
PKAI-0291,Manufacturing QA maintenance log 291,Manufacturing QA,maintenance_log,2024-10-24,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-003.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,high,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0291.md
PKAI-0292,Equipment Maintenance failure report 292,Equipment Maintenance,failure_report,2024-10-25,R. Singh,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,medium,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0292.md
PKAI-0293,Failure Analysis validation summary 293,Failure Analysis,validation_summary,2024-10-26,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-005 and material batch MB-2024-1067 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",failed,high,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0293.md
PKAI-0294,Validation Testing parameter change 294,Validation Testing,parameter_change,2024-10-27,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1068.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0294.md
PKAI-0295,Battery Process Optimization experiment note 295,Battery Process Optimization,experiment_note,2024-10-28,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-007.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0295.md
PKAI-0296,Materials Characterization qa record 296,Materials Characterization,qa_record,2024-10-29,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,low,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0296.md
PKAI-0297,Manufacturing QA maintenance log 297,Manufacturing QA,maintenance_log,2024-10-30,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-009 and material batch MB-2024-1071 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0297.md
PKAI-0298,Equipment Maintenance failure report 298,Equipment Maintenance,failure_report,2024-10-31,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1072.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,medium,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0298.md
PKAI-0299,Failure Analysis validation summary 299,Failure Analysis,validation_summary,2024-11-01,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-011.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,low,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0299.md
PKAI-0300,Validation Testing parameter change 300,Validation Testing,parameter_change,2024-11-02,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0300.md
